,index,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG,npxG per 90,npxG+xAG per 90,season_years
243,30,31,Jordan Ayew,GHA,MF,Crystal Palace,32.0,1991.0,15.0,14.0,1236.0,13.7,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.9,1.9,2.0,3.9,42.0,34.0,99.0,0.07,0.22,0.29,0.07,0.29,0.14,0.14,0.29,0.14,0.29,2023-2024
244,52,53,Jordan Beyer,GER,DF,Burnley,23.0,2000.0,10.0,10.0,858.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.3,0.5,6.0,18.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.03,0.05,0.02,0.05,2023-2024
245,90,91,Jordan Clark,ENG,MF,Luton Town,30.0,1993.0,4.0,0.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,2023-2024
246,363,364,Jordan Pickford,ENG,GK,Everton,29.0,1994.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2023-2024
247,222,223,Jorginho,ITA,MF,Arsenal,31.0,1991.0,11.0,4.0,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,2023-2024
248,67,68,Josh Brownhill,ENG,MF,Burnley,27.0,1995.0,14.0,11.0,1050.0,11.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.8,0.8,0.8,1.6,10.0,40.0,20.0,0.26,0.0,0.26,0.26,0.26,0.07,0.07,0.14,0.07,0.14,2023-2024
249,101,102,Josh Cullen,IRL,MF,Burnley,27.0,1996.0,11.0,10.0,845.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.6,0.7,5.0,39.0,9.0,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.07,0.01,0.07,2023-2024
250,109,110,Josh Dasilva,ENG,MF,Brentford,25.0,1998.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
251,395,396,Jose Sa,POR,GK,Wolves,30.0,1993.0,14.0,14.0,1192.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
252,174,175,Joao Gomes,BRA,MF,Wolves,22.0,2001.0,13.0,12.0,941.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.5,0.8,6.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,2023-2024
253,349,350,Joao Palhinha,POR,MF,Fulham,28.0,1995.0,12.0,11.0,993.0,11.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,0.0,0.9,4.0,33.0,6.0,0.18,0.0,0.18,0.18,0.18,0.07,0.0,0.08,0.07,0.08,2023-2024
254,215,216,Joao Pedro,BRA,FW,Brighton,22.0,2001.0,15.0,5.0,755.0,8.4,5.0,1.0,6.0,3.0,2.0,2.0,2.0,0.0,4.6,3.0,1.3,4.3,27.0,33.0,75.0,0.6,0.12,0.72,0.36,0.48,0.55,0.15,0.7,0.36,0.51,2023-2024
255,279,280,Joel Matip,CMR,DF,Liverpool,32.0,1991.0,10.0,9.0,781.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,8.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,2023-2024
256,460,461,Joel Veltman,NED,DF,Brighton,31.0,1992.0,15.0,8.0,888.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,16.0,41.0,27.0,0.0,0.1,0.1,0.0,0.1,0.02,0.04,0.06,0.02,0.06,2023-2024
257,185,186,Josko Gvardiol,CRO,DF,Manchester City,21.0,2002.0,11.0,10.0,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.7,0.9,23.0,52.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,2023-2024
258,84,85,Julio Cesar Enciso,PAR,MF,Brighton,19.0,2004.0,2.0,1.0,69.0,0.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,5.0,0.0,5.0,0.0,2.61,2.61,0.0,2.61,0.26,0.96,1.22,0.26,1.22,2023-2024
259,17,18,Julian Alvarez,ARG,FW,Manchester City,23.0,2000.0,15.0,15.0,1228.0,13.6,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,3.5,3.5,3.9,7.5,29.0,56.0,79.0,0.29,0.29,0.59,0.29,0.59,0.26,0.29,0.55,0.26,0.55,2023-2024
260,438,439,Jurrien Timber,NED,DF,Arsenal,22.0,2001.0,1.0,1.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
261,238,239,Justin Kluivert,NED,MF,Bournemouth,24.0,1999.0,12.0,8.0,605.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.4,1.2,16.0,18.0,38.0,0.15,0.0,0.15,0.15,0.15,0.13,0.06,0.18,0.13,0.18,2023-2024
262,48,49,Johann Berg Gudmundsson,ISL,MF,Burnley,33.0,1990.0,10.0,7.0,595.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.8,2.1,7.0,33.0,36.0,0.0,0.15,0.15,0.0,0.15,0.05,0.27,0.32,0.05,0.32,2023-2024
263,192,193,Kai Havertz,GER,MF,Arsenal,24.0,1999.0,15.0,9.0,829.0,9.2,3.0,1.0,4.0,2.0,1.0,1.0,4.0,0.0,3.3,2.5,0.9,3.5,13.0,40.0,57.0,0.33,0.11,0.43,0.22,0.33,0.36,0.1,0.46,0.28,0.38,2023-2024
264,361,362,Kalvin Phillips,ENG,MF,Manchester City,28.0,1995.0,4.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,2023-2024
265,301,302,Kaoru Mitoma,JPN,MF,Brighton,26.0,1997.0,14.0,11.0,1104.0,12.3,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,2.8,2.8,2.0,4.8,91.0,42.0,161.0,0.24,0.33,0.57,0.24,0.57,0.23,0.17,0.39,0.23,0.39,2023-2024
266,255,256,Keane Lewis-Potter,ENG,MF,Brentford,22.0,2001.0,9.0,2.0,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.6,14.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,0.52,0.49,0.52,2023-2024
267,435,436,Kenny Tete,NED,DF,Fulham,28.0,1995.0,6.0,6.0,501.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.8,12.0,27.0,28.0,0.18,0.0,0.18,0.18,0.18,0.13,0.01,0.14,0.13,0.14,2023-2024
268,113,114,Kevin De Bruyne,BEL,MF,Manchester City,32.0,1991.0,1.0,1.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.83,0.91,0.08,0.91,2023-2024
269,406,407,Kevin Schade,GER,MF,Brentford,22.0,2001.0,5.0,3.0,257.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,3.0,9.0,18.0,0.35,0.0,0.35,0.35,0.35,0.25,0.15,0.4,0.25,0.4,2023-2024
270,306,307,Kieffer Moore,WAL,FW,Bournemouth,31.0,1992.0,6.0,0.0,91.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.3,1.0,4.0,13.0,0.99,0.0,0.99,0.99,0.99,1.03,0.21,1.24,1.03,1.24,2023-2024
271,450,451,Kieran Trippier,ENG,DF,Newcastle Utd,33.0,1990.0,14.0,14.0,1217.0,13.5,0.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,5.2,5.4,25.0,99.0,72.0,0.0,0.52,0.52,0.0,0.52,0.02,0.39,0.4,0.02,0.4,2023-2024
272,269,270,Kobbie Mainoo,ENG,MF,Manchester Utd,18.0,2005.0,2.0,2.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
273,283,284,Konstantinos Mavropanos,GRE,DF,West Ham,25.0,1997.0,3.0,2.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,2023-2024
274,453,454,Kostas Tsimikas,GRE,DF,Liverpool,27.0,1996.0,7.0,5.0,450.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,17.0,23.0,50.0,0.0,0.6,0.6,0.0,0.6,0.01,0.16,0.17,0.01,0.17,2023-2024
275,10,11,Kristoffer Ajer,NOR,DF,Brentford,25.0,1998.0,11.0,8.0,726.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.6,2.2,14.0,29.0,24.0,0.0,0.12,0.12,0.0,0.12,0.08,0.19,0.28,0.08,0.28,2023-2024
276,304,305,Kudus Mohammed,GHA,MF,West Ham,23.0,2000.0,11.0,5.0,549.0,6.1,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.1,1.1,1.0,2.1,27.0,28.0,57.0,0.49,0.16,0.66,0.49,0.66,0.18,0.16,0.34,0.18,0.34,2023-2024
277,493,494,Kurt Zouma,FRA,DF,West Ham,29.0,1994.0,12.0,12.0,1080.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.8,2.0,22.0,0.0,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06,2023-2024
278,468,469,Kyle Walker,ENG,DF,Manchester City,33.0,1990.0,15.0,15.0,1349.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.3,1.4,35.0,75.0,87.0,0.0,0.07,0.07,0.0,0.07,0.01,0.09,0.1,0.01,0.1,2023-2024
279,115,116,Leander Dendoncker,BEL,MF,Aston Villa,28.0,1995.0,4.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
280,451,452,Leandro Trossard,BEL,MF,Arsenal,29.0,1994.0,11.0,5.0,511.0,5.7,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,3.6,13.0,30.0,44.0,0.53,0.18,0.7,0.53,0.7,0.35,0.28,0.64,0.35,0.64,2023-2024
281,32,33,Leon Bailey,JAM,MF,Aston Villa,26.0,1997.0,13.0,4.0,548.0,6.1,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,2.6,2.6,2.9,5.6,35.0,19.0,68.0,0.82,0.49,1.31,0.82,1.31,0.43,0.48,0.92,0.43,0.92,2023-2024
282,456,457,Lesley Ugochukwu,FRA,MF,Chelsea,19.0,2004.0,9.0,2.0,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2023-2024
283,93,94,Levi Colwill,ENG,DF,Chelsea,20.0,2003.0,14.0,13.0,1130.0,12.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.2,12.0,36.0,18.0,0.08,0.08,0.16,0.08,0.16,0.09,0.08,0.17,0.09,0.17,2023-2024
284,94,95,Lewis Cook,ENG,MF,Bournemouth,26.0,1997.0,11.0,10.0,883.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.8,0.8,4.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,2023-2024
285,125,126,Lewis Dobbin,ENG,MF,Everton,20.0,2003.0,4.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,2023-2024
286,137,138,Lewis Dunk,ENG,DF,Brighton,32.0,1991.0,12.0,12.0,1062.0,11.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.6,1.6,0.1,1.7,18.0,73.0,6.0,0.08,0.0,0.08,0.08,0.08,0.14,0.01,0.15,0.14,0.15,2023-2024
287,188,189,Lewis Hall,ENG,DF,Newcastle Utd,19.0,2004.0,2.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,2023-2024
288,297,298,Lewis Miley,ENG,MF,Newcastle Utd,17.0,2006.0,3.0,3.0,244.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,1.0,9.0,10.0,0.0,0.37,0.37,0.0,0.37,0.11,0.23,0.34,0.11,0.34,2023-2024
289,276,277,Lisandro Martinez,ARG,DF,Manchester Utd,25.0,1998.0,5.0,5.0,375.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,6.0,26.0,1.0,0.0,0.24,0.24,0.0,0.24,0.0,0.02,0.02,0.0,0.02,2023-2024
290,234,235,Lloyd Kelly,ENG,DF,Bournemouth,25.0,1998.0,9.0,8.0,682.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,8.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,2023-2024
291,239,240,Luca Koleosho,ITA,MF,Burnley,19.0,2004.0,15.0,13.0,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,2023-2024
292,121,122,Lucas Digne,FRA,DF,Aston Villa,30.0,1993.0,15.0,15.0,1322.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.8,3.1,28.0,51.0,144.0,0.0,0.14,0.14,0.0,0.14,0.02,0.19,0.21,0.02,0.21,2023-2024
293,353,354,Lucas Paqueta,BRA,MF,West Ham,26.0,1997.0,13.0,13.0,1151.0,12.8,2.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,2.5,1.7,2.2,3.9,16.0,84.0,53.0,0.16,0.08,0.23,0.08,0.16,0.19,0.18,0.37,0.13,0.31,2023-2024
294,119,120,Luis Diaz,COL,MF,Liverpool,26.0,1997.0,14.0,10.0,833.0,9.3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.3,3.3,0.9,4.2,32.0,30.0,90.0,0.32,0.0,0.32,0.32,0.32,0.36,0.09,0.45,0.36,0.45,2023-2024
295,417,418,Luis Sinisterra,COL,MF,Bournemouth,24.0,1999.0,8.0,1.0,250.0,2.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.9,2.4,12.0,14.0,21.0,0.36,0.36,0.72,0.36,0.72,0.52,0.34,0.85,0.52,0.85,2023-2024
296,50,51,Luke Berry,ENG,MF,Luton Town,31.0,1992.0,2.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
297,190,191,Luke Harris,WAL,MF,Fulham,18.0,2005.0,1.0,0.0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,2023-2024
298,413,414,Luke Shaw,ENG,DF,Manchester Utd,28.0,1995.0,5.0,5.0,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,0.9,4.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,2023-2024
299,436,437,Luke Thomas,ENG,DF,Sheffield Utd,22.0,2001.0,11.0,10.0,828.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,2023-2024
300,162,163,Lyle Foster,RSA,FW,Burnley,23.0,2000.0,7.0,7.0,607.0,6.7,3.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,1.6,1.6,1.2,2.7,18.0,7.0,29.0,0.44,0.3,0.74,0.44,0.74,0.23,0.17,0.4,0.23,0.4,2023-2024
301,224,225,Mads Juel Andersen,DEN,DF,Luton Town,25.0,1997.0,6.0,4.0,372.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,7.0,1.0,0.24,0.0,0.24,0.24,0.24,0.06,0.0,0.06,0.06,0.06,2023-2024
302,391,392,Mads Roerslev,DEN,DF,Brentford,24.0,1999.0,12.0,5.0,518.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,2023-2024
303,103,104,Mahmoud Dahoud,GER,MF,Brighton,27.0,1996.0,8.0,5.0,407.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.9,1.0,3.0,10.0,6.0,0.0,0.22,0.22,0.0,0.22,0.02,0.19,0.22,0.02,0.22,2023-2024
304,184,185,Malo Gusto,FRA,DF,Chelsea,20.0,2003.0,9.0,6.0,541.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.6,0.9,28.0,23.0,40.0,0.0,0.33,0.33,0.0,0.33,0.05,0.09,0.15,0.05,0.15,2023-2024
305,422,423,Manor Solomon,ISR,MF,Tottenham,24.0,1999.0,5.0,2.0,199.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,17.0,11.0,44.0,0.0,0.9,0.9,0.0,0.9,0.19,0.38,0.56,0.19,0.56,2023-2024
306,11,12,Manuel Akanji,SUI,DF,Manchester City,28.0,1995.0,12.0,12.0,1079.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.6,0.6,0.2,0.8,16.0,51.0,14.0,0.17,0.0,0.17,0.17,0.17,0.05,0.02,0.07,0.05,0.07,2023-2024
307,100,101,Marc Cucurella,ESP,DF,Chelsea,25.0,1998.0,8.0,7.0,620.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,0.9,11.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.14,0.11,0.14,2023-2024
308,182,183,Marc Guehi,ENG,DF,Crystal Palace,23.0,2000.0,14.0,14.0,1259.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.0,10.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,2023-2024
309,412,413,Marcos Senesi,ARG,DF,Bournemouth,26.0,1997.0,13.0,9.0,848.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.3,0.9,12.0,36.0,0.0,0.11,0.11,0.21,0.11,0.21,0.07,0.03,0.09,0.07,0.09,2023-2024
310,373,374,Marcus Rashford,ENG,MF,Manchester Utd,26.0,1997.0,14.0,13.0,1088.0,12.1,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,4.7,3.9,1.6,5.5,47.0,34.0,108.0,0.17,0.08,0.25,0.08,0.17,0.39,0.13,0.52,0.32,0.46,2023-2024
311,433,434,Marcus Tavernier,ENG,MF,Bournemouth,24.0,1999.0,12.0,10.0,816.0,9.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.1,2.1,2.1,4.2,31.0,24.0,47.0,0.22,0.11,0.33,0.22,0.33,0.23,0.23,0.46,0.23,0.46,2023-2024
312,251,252,Mario Lemina,GAB,MF,Wolves,30.0,1993.0,13.0,13.0,1151.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,2.6,2.6,0.2,2.8,7.0,31.0,16.0,0.16,0.0,0.16,0.16,0.16,0.2,0.02,0.22,0.2,0.22,2023-2024
313,158,159,Mark Flekken,NED,GK,Brentford,30.0,1993.0,14.0,14.0,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
314,135,136,Martin Dubravka,SVK,GK,Newcastle Utd,34.0,1989.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
315,494,495,Martin Odegaard,NOR,MF,Arsenal,24.0,1998.0,12.0,12.0,1055.0,11.7,4.0,2.0,6.0,2.0,2.0,2.0,1.0,0.0,2.9,1.3,2.3,3.6,29.0,88.0,64.0,0.34,0.17,0.51,0.17,0.34,0.25,0.19,0.44,0.11,0.31,2023-2024
316,317,318,Marvelous Nakamba,ZIM,MF,Luton Town,29.0,1994.0,12.0,12.0,1059.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,1.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,2023-2024
317,74,75,Mason Burstow,ENG,FW,Chelsea,20.0,2003.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
318,309,310,Mason Mount,ENG,MF,Manchester Utd,24.0,1999.0,8.0,4.0,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,6.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2023-2024
319,243,244,Mateo Kovacic,CRO,MF,Manchester City,29.0,1994.0,11.0,6.0,590.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.7,1.3,16.0,40.0,18.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.21,0.09,0.21,2023-2024
320,102,103,Matheus Cunha,BRA,FW,Wolves,24.0,1999.0,15.0,15.0,1239.0,13.8,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,1.9,5.7,49.0,32.0,55.0,0.29,0.22,0.51,0.29,0.51,0.28,0.14,0.41,0.28,0.41,2023-2024
321,163,164,Matheus Franca,BRA,FW,Crystal Palace,19.0,2004.0,2.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.85,1.08,0.22,1.08,2023-2024
322,326,327,Matheus Nunes,POR,MF,Manchester City,25.0,1998.0,6.0,2.0,225.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,10.0,19.0,0.0,0.4,0.4,0.0,0.4,0.0,0.05,0.05,0.0,0.05,2023-2024
323,212,213,Mathias Jensen,DEN,MF,Brentford,27.0,1996.0,12.0,12.0,905.0,10.1,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.5,0.5,2.3,2.7,7.0,49.0,33.0,0.3,0.2,0.5,0.3,0.5,0.05,0.23,0.27,0.05,0.27,2023-2024
